prop_budget,policy,tau,f,seed,N_B,N_labels,mean_width,coverage
0.025,unif,nan,zero,36,29,29.02396011352539,0.39096418023109436,0.9330922242314648
0.025,unif,nan,mean,36,29,29.02396011352539,0.36325719952583313,0.9498191681735986
0.025,unif,nan,zero,37,29,28.936256408691406,0.3906395733356476,0.9308318264014467
0.025,unif,nan,mean,37,29,28.936256408691406,0.3636586666107178,0.951627486437613
0.025,unif,nan,zero,38,29,29.000904083251953,0.38877350091934204,0.9276672694394213
0.025,unif,nan,mean,38,29,29.000904083251953,0.3620477318763733,0.9547920433996383
0.025,unif,nan,zero,39,29,29.011301040649414,0.38856327533721924,0.9276672694394213
0.025,unif,nan,mean,39,29,29.011301040649414,0.36403828859329224,0.9452983725135624
0.025,unif,nan,zero,40,29,29.052892684936523,0.3906388282775879,0.9371609403254972
0.025,unif,nan,mean,40,29,29.052892684936523,0.36384695768356323,0.9430379746835443
0.025,unif,nan,zero,41,29,29.1112117767334,0.3885228931903839,0.9312839059674503
0.025,unif,nan,mean,41,29,29.1112117767334,0.3640457093715668,0.955244122965642
0.025,unif,nan,zero,42,29,29.16184425354004,0.3911116123199463,0.9235985533453888
0.025,unif,nan,mean,42,29,29.16184425354004,0.3642975986003876,0.9534358047016275
0.025,unif,nan,zero,43,29,28.91817283630371,0.38769006729125977,0.9276672694394213
0.025,unif,nan,mean,43,29,28.91817283630371,0.36139538884162903,0.9471066907775768
0.025,unif,nan,zero,44,29,29.05605697631836,0.3911548852920532,0.9330922242314648
0.025,unif,nan,mean,44,29,29.05605697631836,0.36396196484565735,0.9570524412296564
0.025,unif,nan,zero,45,29,29.028932571411133,0.3875879645347595,0.9281193490054249
0.025,unif,nan,mean,45,29,29.028932571411133,0.36216503381729126,0.9471066907775768
0.025,unif,nan,zero,46,29,28.82866096496582,0.3879264295101166,0.9249547920433996
0.025,unif,nan,mean,46,29,28.82866096496582,0.36222538352012634,0.9462025316455697
0.025,unif,nan,zero,47,29,29.056509017944336,0.389766663312912,0.9199819168173599
0.025,unif,nan,mean,47,29,29.056509017944336,0.3624020218849182,0.9416817359855335
0.025,unif,nan,zero,48,29,29.08679962158203,0.39081940054893494,0.9217902350813744
0.025,unif,nan,mean,48,29,29.08679962158203,0.36375197768211365,0.9484629294755877
0.025,unif,nan,zero,49,29,29.06148338317871,0.38961848616600037,0.9231464737793852
0.025,unif,nan,mean,49,29,29.06148338317871,0.3625190556049347,0.9529837251356239
0.025,unif,nan,zero,50,29,28.948463439941406,0.3876478970050812,0.9308318264014467
0.025,unif,nan,mean,50,29,28.948463439941406,0.3612653315067291,0.9475587703435805
0.025,unif,nan,zero,51,29,28.886075973510742,0.3866192698478699,0.916365280289331
0.025,unif,nan,mean,51,29,28.886075973510742,0.3601226508617401,0.9480108499095841
0.025,unif,nan,zero,52,29,28.97468376159668,0.38817811012268066,0.924502712477396
0.025,unif,nan,mean,52,29,28.97468376159668,0.36321961879730225,0.9466546112115732
0.025,unif,nan,zero,53,29,28.957956314086914,0.3900754749774933,0.9308318264014467
0.025,unif,nan,mean,53,29,28.957956314086914,0.36294230818748474,0.9502712477396021
0.025,unif,nan,zero,54,29,28.885623931884766,0.3890189826488495,0.9281193490054249
0.025,unif,nan,mean,54,29,28.885623931884766,0.36362189054489136,0.9462025316455697
0.025,unif,nan,zero,55,29,29.000452041625977,0.39009958505630493,0.930379746835443
0.025,unif,nan,mean,55,29,29.000452041625977,0.36310872435569763,0.9480108499095841
0.025,unif,nan,zero,56,29,29.006328582763672,0.391157329082489,0.9290235081374322
0.025,unif,nan,mean,56,29,29.006328582763672,0.3636826276779175,0.953887884267631
0.025,unif,nan,zero,57,29,29.124773025512695,0.3887209892272949,0.9290235081374322
0.025,unif,nan,mean,57,29,29.124773025512695,0.3629765808582306,0.9443942133815552
0.025,unif,nan,zero,58,29,28.96518898010254,0.38896608352661133,0.9290235081374322
0.025,unif,nan,mean,58,29,28.96518898010254,0.3624323010444641,0.9547920433996383
0.025,unif,nan,zero,59,29,29.035263061523438,0.3899880349636078,0.9299276672694394
0.025,unif,nan,mean,59,29,29.035263061523438,0.36457768082618713,0.9534358047016275
0.025,unif,nan,zero,60,29,29.036619186401367,0.39088720083236694,0.9344484629294756
0.025,unif,nan,mean,60,29,29.036619186401367,0.3648455739021301,0.9525316455696202
0.025,unif,nan,zero,61,29,29.110307693481445,0.38976889848709106,0.9263110307414105
0.025,unif,nan,mean,61,29,29.110307693481445,0.36389219760894775,0.9480108499095841
0.025,unif,nan,zero,62,29,28.80063247680664,0.3879498243331909,0.9281193490054249
0.025,unif,nan,mean,62,29,28.80063247680664,0.3616410195827484,0.953887884267631
0.025,unif,nan,zero,63,29,29.01356315612793,0.3897063136100769,0.9195298372513563
0.025,unif,nan,mean,63,29,29.01356315612793,0.36266031861305237,0.9412296564195298
0.025,unif,nan,zero,64,29,29.1509952545166,0.3931986391544342,0.9276672694394213
0.025,unif,nan,mean,64,29,29.1509952545166,0.3660721778869629,0.9570524412296564
0.025,unif,nan,zero,65,29,29.130199432373047,0.3926497995853424,0.9358047016274864
0.025,unif,nan,mean,65,29,29.130199432373047,0.3665972650051117,0.955244122965642
0.025,unif,nan,zero,66,29,28.956600189208984,0.3890189826488495,0.9235985533453888
0.025,unif,nan,mean,66,29,28.956600189208984,0.3632490634918213,0.9484629294755877
0.025,unif,nan,zero,67,29,29.307415008544922,0.3923330008983612,0.9308318264014467
0.025,unif,nan,mean,67,29,29.307415008544922,0.36474016308784485,0.9534358047016275
0.025,unif,nan,zero,68,29,29.056962966918945,0.3899952471256256,0.9267631103074141
0.025,unif,nan,mean,68,29,29.056962966918945,0.36417829990386963,0.9498191681735986
0.025,unif,nan,zero,69,29,28.897377014160156,0.3888271749019623,0.9285714285714286
0.025,unif,nan,mean,69,29,28.897377014160156,0.3636818528175354,0.9584086799276673
0.025,unif,nan,zero,70,29,29.03481101989746,0.3897527754306793,0.9335443037974683
0.025,unif,nan,mean,70,29,29.03481101989746,0.36207738518714905,0.9484629294755877
0.025,unif,nan,zero,71,29,29.086347579956055,0.389217346906662,0.9294755877034359
0.025,unif,nan,mean,71,29,29.086347579956055,0.36388835310935974,0.9507233273056058
0.025,unif,nan,zero,72,29,29.01763153076172,0.3895210325717926,0.9263110307414105
0.025,unif,nan,mean,72,29,29.01763153076172,0.3636084496974945,0.9430379746835443
0.025,unif,nan,zero,73,29,29.090415954589844,0.3893071413040161,0.9154611211573237
0.025,unif,nan,mean,73,29,29.090415954589844,0.3652062714099884,0.9480108499095841
0.025,unif,nan,zero,74,29,28.94936752319336,0.3884742259979248,0.9285714285714286
0.025,unif,nan,mean,74,29,28.94936752319336,0.3626376688480377,0.9480108499095841
0.025,unif,nan,zero,75,29,28.979204177856445,0.38980913162231445,0.9213381555153707
0.025,unif,nan,mean,75,29,28.979204177856445,0.3636508882045746,0.9579566003616636
0.025,unif,nan,zero,76,29,29.123416900634766,0.39060354232788086,0.930379746835443
0.025,unif,nan,mean,76,29,29.123416900634766,0.3643188178539276,0.955244122965642
0.025,unif,nan,zero,77,29,28.9665470123291,0.3889370560646057,0.9263110307414105
0.025,unif,nan,mean,77,29,28.9665470123291,0.3629706799983978,0.9480108499095841
0.025,unif,nan,zero,78,29,28.95569610595703,0.38988587260246277,0.924502712477396
0.025,unif,nan,mean,78,29,28.95569610595703,0.36300426721572876,0.9462025316455697
0.025,unif,nan,zero,79,29,28.917720794677734,0.389443039894104,0.9263110307414105
0.025,unif,nan,mean,79,29,28.917720794677734,0.36314672231674194,0.9529837251356239
0.025,unif,nan,zero,80,29,29.04294776916504,0.39059141278266907,0.933996383363472
0.025,unif,nan,mean,80,29,29.04294776916504,0.36438292264938354,0.9575045207956601
0.025,unif,nan,zero,81,29,28.91681671142578,0.38687944412231445,0.9226943942133815
0.025,unif,nan,mean,81,29,28.91681671142578,0.3602737784385681,0.9430379746835443
0.025,unif,nan,zero,82,29,28.886075973510742,0.38733240962028503,0.918625678119349
0.025,unif,nan,mean,82,29,28.886075973510742,0.36124616861343384,0.9498191681735986
0.025,unif,nan,zero,83,29,29.04927635192871,0.39009106159210205,0.9317359855334539
0.025,unif,nan,mean,83,29,29.04927635192871,0.36317309737205505,0.9466546112115732
0.025,unif,nan,zero,84,29,28.84764862060547,0.3892940580844879,0.9272151898734177
0.025,unif,nan,mean,84,29,28.84764862060547,0.36338210105895996,0.9421338155515371
0.025,unif,nan,zero,85,29,28.944847106933594,0.39045196771621704,0.9263110307414105
0.025,unif,nan,mean,85,29,28.944847106933594,0.36453157663345337,0.9471066907775768
0.025,unif,nan,zero,86,29,29.123416900634766,0.39100655913352966,0.9258589511754068
0.025,unif,nan,mean,86,29,29.123416900634766,0.36460766196250916,0.9511754068716094
0.025,unif,nan,zero,87,29,28.927215576171875,0.39083999395370483,0.9272151898734177
0.025,unif,nan,mean,87,29,28.927215576171875,0.363328218460083,0.9475587703435805
0.025,unif,nan,zero,88,29,29.008136749267578,0.38921430706977844,0.9249547920433996
0.025,unif,nan,mean,88,29,29.008136749267578,0.3623841404914856,0.9547920433996383
0.025,unif,nan,zero,89,29,29.11347198486328,0.3903939425945282,0.9249547920433996
0.025,unif,nan,mean,89,29,29.11347198486328,0.36381831765174866,0.951627486437613
0.025,unif,nan,zero,90,29,29.019439697265625,0.39027178287506104,0.930379746835443
0.025,unif,nan,mean,90,29,29.019439697265625,0.36398646235466003,0.9452983725135624
0.025,unif,nan,zero,91,29,29.03481101989746,0.38838881254196167,0.9312839059674503
0.025,unif,nan,mean,91,29,29.03481101989746,0.36239326000213623,0.9534358047016275
0.025,unif,nan,zero,92,29,29.15370750427246,0.39147043228149414,0.9290235081374322
0.025,unif,nan,mean,92,29,29.15370750427246,0.3660518229007721,0.9498191681735986
0.025,unif,nan,zero,93,29,29.048824310302734,0.38993313908576965,0.9226943942133815
0.025,unif,nan,mean,93,29,29.048824310302734,0.3643770217895508,0.9480108499095841
0.025,unif,nan,zero,94,29,29.004972457885742,0.386576771736145,0.9172694394213382
0.025,unif,nan,mean,94,29,29.004972457885742,0.36204519867897034,0.9547920433996383
0.025,unif,nan,zero,95,29,29.169981002807617,0.38982856273651123,0.9290235081374322
0.025,unif,nan,mean,95,29,29.169981002807617,0.3640519678592682,0.9547920433996383
0.025,unif,nan,zero,96,29,29.015371322631836,0.3890683650970459,0.9353526220614828
0.025,unif,nan,mean,96,29,29.015371322631836,0.36316022276878357,0.9525316455696202
0.025,unif,nan,zero,97,29,28.9665470123291,0.3889612853527069,0.9249547920433996
0.025,unif,nan,mean,97,29,28.9665470123291,0.3648504912853241,0.9489150090415913
0.025,unif,nan,zero,98,29,29.075496673583984,0.3901575803756714,0.9308318264014467
0.025,unif,nan,mean,98,29,29.075496673583984,0.3655349314212799,0.951627486437613
0.025,unif,nan,zero,99,29,28.868444442749023,0.38761547207832336,0.930379746835443
0.025,unif,nan,mean,99,29,28.868444442749023,0.36149147152900696,0.9566003616636528
0.025,sqrt,0.05,zero,0,29,25.424955368041992,0.33753257989883423,0.24819168173598552
0.025,sqrt,0.05,mean,0,29,25.424955368041992,0.3458935022354126,0.8178119349005425
0.025,sqrt,0.05,zero,1,29,25.361663818359375,0.3531436324119568,0.2689873417721519
0.025,sqrt,0.05,mean,1,29,25.361663818359375,0.36306142807006836,0.8354430379746836
0.025,sqrt,0.05,zero,2,29,25.431283950805664,0.353607714176178,0.2739602169981917
0.025,sqrt,0.05,mean,2,29,25.431283950805664,0.34478482604026794,0.8105786618444847
0.025,sqrt,0.05,zero,3,29,25.384267807006836,0.36141717433929443,0.27848101265822783
0.025,sqrt,0.05,mean,3,29,25.384267807006836,0.3586543798446655,0.8273056057866185
0.025,sqrt,0.05,zero,4,29,25.46383285522461,0.34306615591049194,0.2504520795660036
0.025,sqrt,0.05,mean,4,29,25.46383285522461,0.3366857171058655,0.8241410488245932
0.025,sqrt,0.05,zero,5,29,25.36754035949707,0.3549484610557556,0.2680831826401447
0.025,sqrt,0.05,mean,5,29,25.36754035949707,0.3520410358905792,0.8250452079566004
0.025,sqrt,0.05,zero,6,29,25.328208923339844,0.35397544503211975,0.2608499095840868
0.025,sqrt,0.05,mean,6,29,25.328208923339844,0.34467649459838867,0.8227848101265823
0.025,sqrt,0.05,zero,7,29,25.317811965942383,0.3579466640949249,0.2716998191681736
0.025,sqrt,0.05,mean,7,29,25.317811965942383,0.35085710883140564,0.8295660036166366
0.025,sqrt,0.05,zero,8,29,25.25406837463379,0.35678917169570923,0.26717902350813744
0.025,sqrt,0.05,mean,8,29,25.25406837463379,0.3588152229785919,0.8205244122965641
0.025,sqrt,0.05,zero,9,29,25.371156692504883,0.3561972975730896,0.27260397830018085
0.025,sqrt,0.05,mean,9,29,25.371156692504883,0.3558829724788666,0.8209764918625678
0.025,sqrt,0.05,zero,10,29,25.316003799438477,0.3579094707965851,0.26491862567811936
0.025,sqrt,0.05,mean,10,29,25.316003799438477,0.3620496690273285,0.8300180831826401
0.025,sqrt,0.05,zero,11,29,25.443490982055664,0.3494006395339966,0.26491862567811936
0.025,sqrt,0.05,mean,11,29,25.443490982055664,0.3579557538032532,0.8327305605786618
0.025,sqrt,0.05,zero,12,29,25.441680908203125,0.3542698323726654,0.26582278481012656
0.025,sqrt,0.05,mean,12,29,25.441680908203125,0.3526380658149719,0.8232368896925859
0.025,sqrt,0.05,zero,13,29,25.42766761779785,0.3643430471420288,0.28164556962025317
0.025,sqrt,0.05,mean,13,29,25.42766761779785,0.3520972430706024,0.8236889692585895
0.025,sqrt,0.05,zero,14,29,25.50904083251953,0.34717217087745667,0.2608499095840868
0.025,sqrt,0.05,mean,14,29,25.50904083251953,0.3512563109397888,0.8349909584086799
0.025,sqrt,0.05,zero,15,29,25.40641975402832,0.35702964663505554,0.2626582278481013
0.025,sqrt,0.05,mean,15,29,25.40641975402832,0.3514218330383301,0.8218806509945751
0.025,sqrt,0.05,zero,16,29,25.5334529876709,0.3557894825935364,0.2694394213381555
0.025,sqrt,0.05,mean,16,29,25.5334529876709,0.3512442708015442,0.8318264014466547
0.025,sqrt,0.05,zero,17,29,25.408227920532227,0.374589741230011,0.29159132007233274
0.025,sqrt,0.05,mean,17,29,25.408227920532227,0.3648774325847626,0.8318264014466547
0.025,sqrt,0.05,zero,18,29,25.33679962158203,0.3410145044326782,0.2527124773960217
0.025,sqrt,0.05,mean,18,29,25.33679962158203,0.34332993626594543,0.8331826401446655
0.025,sqrt,0.05,zero,19,29,25.3490047454834,0.354292094707489,0.26853526220614826
0.025,sqrt,0.05,mean,19,29,25.3490047454834,0.35822629928588867,0.8295660036166366
0.025,sqrt,0.05,zero,20,29,25.4801082611084,0.3522523045539856,0.261754068716094
0.025,sqrt,0.05,mean,20,29,25.4801082611084,0.3476758301258087,0.8092224231464737
0.025,sqrt,0.05,zero,21,29,25.377487182617188,0.3556196689605713,0.2689873417721519
0.025,sqrt,0.05,mean,21,29,25.377487182617188,0.34460675716400146,0.8218806509945751
0.025,sqrt,0.05,zero,22,29,25.39150047302246,0.35816097259521484,0.27079566003616634
0.025,sqrt,0.05,mean,22,29,25.39150047302246,0.3587149679660797,0.8245931283905967
0.025,sqrt,0.05,zero,23,29,25.3354434967041,0.3574725389480591,0.27260397830018085
0.025,sqrt,0.05,mean,23,29,25.3354434967041,0.35246744751930237,0.8268535262206148
0.025,sqrt,0.05,zero,24,29,25.393308639526367,0.3471488058567047,0.25452079566003616
0.025,sqrt,0.05,mean,24,29,25.393308639526367,0.35160544514656067,0.8300180831826401
0.025,sqrt,0.05,zero,25,29,25.304248809814453,0.34446612000465393,0.25949367088607594
0.025,sqrt,0.05,mean,25,29,25.304248809814453,0.34525617957115173,0.8146473779385172
0.025,sqrt,0.05,zero,26,29,25.392404556274414,0.37018847465515137,0.2848101265822785
0.025,sqrt,0.05,mean,26,29,25.392404556274414,0.3617269992828369,0.8363471971066908
0.025,sqrt,0.05,zero,27,29,25.333635330200195,0.35665667057037354,0.2680831826401447
0.025,sqrt,0.05,mean,27,29,25.333635330200195,0.3522150218486786,0.8214285714285714
0.025,sqrt,0.05,zero,28,29,25.464284896850586,0.35924530029296875,0.2730560578661845
0.025,sqrt,0.05,mean,28,29,25.464284896850586,0.36028197407722473,0.8340867992766727
0.025,sqrt,0.05,zero,29,29,25.373416900634766,0.35357171297073364,0.27260397830018085
0.025,sqrt,0.05,mean,29,29,25.373416900634766,0.3524482548236847,0.8200723327305606
0.025,sqrt,0.05,zero,30,29,25.444395065307617,0.35682234168052673,0.2716998191681736
0.025,sqrt,0.05,mean,30,29,25.444395065307617,0.3363640308380127,0.8114828209764918
0.025,sqrt,0.05,zero,31,29,25.388336181640625,0.3576968014240265,0.2721518987341772
0.025,sqrt,0.05,mean,31,29,25.388336181640625,0.3575891852378845,0.8205244122965641
0.025,sqrt,0.05,zero,32,29,25.38245964050293,0.352247029542923,0.27034358047016277
0.025,sqrt,0.05,mean,32,29,25.38245964050293,0.3518400192260742,0.8227848101265823
0.025,sqrt,0.05,zero,33,29,25.331375122070312,0.36006051301956177,0.27486437613019893
0.025,sqrt,0.05,mean,33,29,25.331375122070312,0.3565467894077301,0.8286618444846293
0.025,sqrt,0.05,zero,34,29,25.47875213623047,0.3459569215774536,0.261754068716094
0.025,sqrt,0.05,mean,34,29,25.47875213623047,0.34271761775016785,0.8191681735985533
0.025,sqrt,0.05,zero,35,29,25.23101234436035,0.34988999366760254,0.26491862567811936
0.025,sqrt,0.05,mean,35,29,25.23101234436035,0.3563351035118103,0.8291139240506329
0.025,sqrt,0.05,zero,36,29,25.345840454101562,0.35509833693504333,0.27486437613019893
0.025,sqrt,0.05,mean,36,29,25.345840454101562,0.35162994265556335,0.8169077757685352
0.025,sqrt,0.05,zero,37,29,25.302440643310547,0.3626750707626343,0.2798372513562387
0.025,sqrt,0.05,mean,37,29,25.302440643310547,0.35061153769493103,0.8205244122965641
0.025,sqrt,0.05,zero,38,29,25.335895538330078,0.3641810119152069,0.2766726943942134
0.025,sqrt,0.05,mean,38,29,25.335895538330078,0.3582374155521393,0.8354430379746836
0.025,sqrt,0.05,zero,39,29,25.2834529876709,0.34258875250816345,0.2513562386980108
0.025,sqrt,0.05,mean,39,29,25.2834529876709,0.34750327467918396,0.8295660036166366
0.025,sqrt,0.05,zero,40,29,25.332279205322266,0.35311272740364075,0.2667269439421338
0.025,sqrt,0.05,mean,40,29,25.332279205322266,0.3535606563091278,0.8268535262206148
0.025,sqrt,0.05,zero,41,29,25.36347198486328,0.35833874344825745,0.26763110307414106
0.025,sqrt,0.05,mean,41,29,25.36347198486328,0.35774511098861694,0.8282097649186256
0.025,sqrt,0.05,zero,42,29,25.52260398864746,0.3589828908443451,0.27350813743218805
0.025,sqrt,0.05,mean,42,29,25.52260398864746,0.35218697786331177,0.8286618444846293
0.025,sqrt,0.05,zero,43,29,25.309223175048828,0.352830708026886,0.2667269439421338
0.025,sqrt,0.05,mean,43,29,25.309223175048828,0.34493565559387207,0.8259493670886076
0.025,sqrt,0.05,zero,44,29,25.415912628173828,0.34142252802848816,0.25180831826401445
0.025,sqrt,0.05,mean,44,29,25.415912628173828,0.3417745530605316,0.819620253164557
0.025,sqrt,0.05,zero,45,29,25.37296485900879,0.3471936285495758,0.2590415913200723
0.025,sqrt,0.05,mean,45,29,25.37296485900879,0.34532222151756287,0.8137432188065099
0.025,sqrt,0.05,zero,46,29,25.34222412109375,0.34855180978775024,0.26491862567811936
0.025,sqrt,0.05,mean,46,29,25.34222412109375,0.35587942600250244,0.8345388788426763
0.025,sqrt,0.05,zero,47,29,25.381103515625,0.37929409742355347,0.29430379746835444
0.025,sqrt,0.05,mean,47,29,25.381103515625,0.37198731303215027,0.8295660036166366
0.025,sqrt,0.05,zero,48,29,25.35307502746582,0.35984382033348083,0.277124773960217
0.025,sqrt,0.05,mean,48,29,25.35307502746582,0.3702506124973297,0.8300180831826401
0.025,sqrt,0.05,zero,49,29,25.340415954589844,0.34769147634506226,0.2603978300180832
0.025,sqrt,0.05,mean,49,29,25.340415954589844,0.3417654037475586,0.8119349005424955
0.025,sqrt,0.05,zero,50,29,25.36754035949707,0.35262224078178406,0.2585895117540687
0.025,sqrt,0.05,mean,50,29,25.36754035949707,0.34707027673721313,0.8300180831826401
0.025,sqrt,0.05,zero,51,29,25.365280151367188,0.35170778632164,0.2635623869801085
0.025,sqrt,0.05,mean,51,29,25.365280151367188,0.35381850600242615,0.8236889692585895
0.025,sqrt,0.05,zero,52,29,25.401447296142578,0.3614184856414795,0.277124773960217
0.025,sqrt,0.05,mean,52,29,25.401447296142578,0.3573113977909088,0.8354430379746836
0.025,sqrt,0.05,zero,53,29,25.39014434814453,0.35283973813056946,0.26446654611211573
0.025,sqrt,0.05,mean,53,29,25.39014434814453,0.34877684712409973,0.810126582278481
0.025,sqrt,0.05,zero,54,29,25.283000946044922,0.35474658012390137,0.25994575045207957
0.025,sqrt,0.05,mean,54,29,25.283000946044922,0.3571948707103729,0.8277576853526221
0.025,sqrt,0.05,zero,55,29,25.429927825927734,0.3603280484676361,0.2739602169981917
0.025,sqrt,0.05,mean,55,29,25.429927825927734,0.362001895904541,0.8304701627486437
0.025,sqrt,0.05,zero,56,29,25.41546058654785,0.3603123426437378,0.2730560578661845
0.025,sqrt,0.05,mean,56,29,25.41546058654785,0.35643821954727173,0.8155515370705244
0.025,sqrt,0.05,zero,57,29,25.429475784301758,0.3435535132884979,0.25090415913200725
0.025,sqrt,0.05,mean,57,29,25.429475784301758,0.341788113117218,0.8150994575045208
0.025,sqrt,0.05,zero,58,29,25.334991455078125,0.3545626997947693,0.26989150090415914
