prop_budget,seed,mean_width,coverage
0.025,62,0.33807533979415894,0.9389692585895117
0.025,63,0.33721914887428284,0.9267631103074141
0.025,64,0.33755484223365784,0.9425858951175407
0.025,65,0.3375876545906067,0.93625678119349
0.025,66,0.3376433551311493,0.9349005424954792
0.025,67,0.3388711214065552,0.9339963833634719
0.025,68,0.3380410075187683,0.9394213381555153
0.025,69,0.3379177451133728,0.9349005424954792
0.025,70,0.33870846033096313,0.9376130198915009
0.025,71,0.33717796206474304,0.9190777576853526
0.025,72,0.33874180912971497,0.9407775768535261
0.025,73,0.33771899342536926,0.9294755877034357
0.025,74,0.33797362446784973,0.9317359855334538
0.025,75,0.33793148398399353,0.9416817359855334
0.025,76,0.33773723244667053,0.9272151898734177
0.025,77,0.33773306012153625,0.9371609403254972
0.025,78,0.33850741386413574,0.9403254972875226
0.025,79,0.33738163113594055,0.9335443037974683
0.025,80,0.33797693252563477,0.9371609403254972
0.025,81,0.33781933784484863,0.9321880650994575
0.025,82,0.3374771475791931,0.9317359855334538
0.025,83,0.3382415175437927,0.9258589511754068
0.025,84,0.3385983407497406,0.9425858951175407
0.025,85,0.3373337984085083,0.9240506329113923
0.025,86,0.3372642695903778,0.9226943942133815
0.025,87,0.3380020260810852,0.9290235081374322
0.025,88,0.33753839135169983,0.924502712477396
0.025,89,0.3375919759273529,0.9254068716094033
0.025,90,0.3374561667442322,0.9290235081374322
0.025,91,0.3376384675502777,0.9380650994575045
0.025,92,0.3378945589065552,0.9367088607594937
0.025,93,0.3379194140434265,0.9263110307414104
0.025,94,0.33826833963394165,0.9349005424954792
0.025,95,0.3387295603752136,0.9267631103074141
0.025,96,0.3385941982269287,0.9371609403254972
0.025,97,0.3384787440299988,0.9299276672694394
0.025,98,0.33801567554473877,0.924502712477396
0.025,99,0.33860835433006287,0.9403254972875226
0.05,0,0.2378421127796173,0.939873417721519
0.05,1,0.23808032274246216,0.9462025316455696
0.05,2,0.23780092597007751,0.9394213381555153
0.05,3,0.2378813773393631,0.9498191681735986
0.05,4,0.23775087296962738,0.9416817359855334
0.05,5,0.23764634132385254,0.9412296564195298
0.05,6,0.23764905333518982,0.9385171790235081
0.05,7,0.23764170706272125,0.9430379746835442
0.05,8,0.23753680288791656,0.9434900542495479
0.05,9,0.23757195472717285,0.93625678119349
0.05,10,0.2388586550951004,0.9425858951175407
0.05,11,0.23816095292568207,0.9407775768535261
0.05,12,0.23850125074386597,0.9330922242314648
0.05,13,0.23749034106731415,0.9466546112115732
0.05,14,0.23859862983226776,0.9462025316455696
0.05,15,0.23830901086330414,0.9394213381555153
0.05,16,0.2383011281490326,0.9439421338155515
0.05,17,0.23787635564804077,0.9412296564195298
0.05,18,0.2381426841020584,0.9376130198915009
0.05,19,0.23853681981563568,0.9285714285714285
0.05,20,0.2382531613111496,0.9389692585895117
0.05,21,0.2378757745027542,0.9376130198915009
0.05,22,0.23820452392101288,0.9425858951175407
0.05,23,0.23824988305568695,0.939873417721519
0.05,24,0.23828870058059692,0.9507233273056057
0.05,25,0.2385139763355255,0.9412296564195298
0.05,26,0.23808997869491577,0.9407775768535261
0.05,27,0.23818616569042206,0.9403254972875226
0.05,28,0.2381112277507782,0.9443942133815552
0.05,29,0.237930029630661,0.939873417721519
0.05,30,0.23814773559570312,0.9443942133815552
0.05,31,0.23892880976200104,0.9394213381555153
0.05,32,0.23783883452415466,0.9389692585895117
0.05,33,0.23863907158374786,0.9425858951175407
0.05,34,0.23836356401443481,0.951627486437613
0.05,35,0.23811763525009155,0.9416817359855334
0.05,36,0.23814290761947632,0.939873417721519
0.05,37,0.23797696828842163,0.9493670886075949
0.05,38,0.23806385695934296,0.9466546112115732
0.05,39,0.23849457502365112,0.9412296564195298
0.05,40,0.2376522570848465,0.9290235081374322
0.05,41,0.23796747624874115,0.9403254972875226
0.05,42,0.2378794252872467,0.9439421338155515
0.05,43,0.23821379244327545,0.9466546112115732
0.05,44,0.2382068634033203,0.9452983725135623
0.05,45,0.2378886342048645,0.9407775768535261
0.05,46,0.23754717409610748,0.9416817359855334
0.05,47,0.2382819950580597,0.9407775768535261
0.05,48,0.23820161819458008,0.939873417721519
0.05,49,0.23788891732692719,0.9380650994575045
0.05,50,0.23755942285060883,0.9448462929475587
0.05,51,0.238017737865448,0.9389692585895117
0.05,52,0.23818029463291168,0.9462025316455696
0.05,53,0.2379557192325592,0.9439421338155515
0.05,54,0.23866520822048187,0.9421338155515371
0.05,55,0.237803652882576,0.9308318264014466
0.05,56,0.2384452074766159,0.9425858951175407
0.05,57,0.23773908615112305,0.9452983725135623
0.05,58,0.23816846311092377,0.9403254972875226
0.05,59,0.2385941594839096,0.9448462929475587
0.05,60,0.2382819950580597,0.9416817359855334
0.05,61,0.23824460804462433,0.9412296564195298
0.05,62,0.2386886030435562,0.9511754068716094
0.05,63,0.23777233064174652,0.9466546112115732
0.05,64,0.23792652785778046,0.9484629294755876
0.05,65,0.2380756139755249,0.9403254972875226
0.05,66,0.23809385299682617,0.9452983725135623
0.05,67,0.2382209599018097,0.9367088607594937
0.05,68,0.23805201053619385,0.9466546112115732
0.05,69,0.23746180534362793,0.9430379746835442
0.05,70,0.2386082261800766,0.9367088607594937
0.05,71,0.23767225444316864,0.9389692585895117
0.05,72,0.2377786487340927,0.9403254972875226
0.05,73,0.23806078732013702,0.9475587703435805
0.05,74,0.23828496038913727,0.9412296564195298
0.05,75,0.23807403445243835,0.9448462929475587
0.05,76,0.2377728372812271,0.9421338155515371
0.05,77,0.2380499690771103,0.9376130198915009
0.05,78,0.2382592409849167,0.9416817359855334
0.05,79,0.2381363958120346,0.9502712477396021
0.05,80,0.238084077835083,0.9407775768535261
0.05,81,0.23820510506629944,0.9462025316455696
0.05,82,0.23788860440254211,0.9480108499095841
0.05,83,0.23829925060272217,0.9471066907775768
0.05,84,0.23810943961143494,0.9466546112115732
0.05,85,0.23775450885295868,0.9376130198915009
0.05,86,0.23789581656455994,0.939873417721519
0.05,87,0.23822380602359772,0.9367088607594937
0.05,88,0.23809775710105896,0.9389692585895117
0.05,89,0.23831696808338165,0.9353526220614828
0.05,90,0.23810891807079315,0.9425858951175407
0.05,91,0.23819173872470856,0.9371609403254972
0.05,92,0.23780617117881775,0.9407775768535261
0.05,93,0.23807452619075775,0.9339963833634719
0.05,94,0.23819030821323395,0.9416817359855334
0.05,95,0.23827576637268066,0.9403254972875226
0.05,96,0.23793287575244904,0.9344484629294756
0.05,97,0.23833638429641724,0.9462025316455696
0.05,98,0.23843754827976227,0.9439421338155515
0.05,99,0.23812080919742584,0.9448462929475587
0.075,0,0.19371344149112701,0.9507233273056057
0.075,1,0.19392900168895721,0.9475587703435805
0.075,2,0.19364257156848907,0.9349005424954792
0.075,3,0.19348779320716858,0.9439421338155515
0.075,4,0.19377265870571136,0.9434900542495479
0.075,5,0.1938343048095703,0.9425858951175407
0.075,6,0.19368699193000793,0.9489150090415913
0.075,7,0.19349385797977448,0.9498191681735986
0.075,8,0.19341839849948883,0.9430379746835442
0.075,9,0.1937171071767807,0.9498191681735986
0.075,10,0.19422326982021332,0.9507233273056057
0.075,11,0.19384829699993134,0.9344484629294756
0.075,12,0.1941615343093872,0.945750452079566
0.075,13,0.19347457587718964,0.9452983725135623
0.075,14,0.19421476125717163,0.9502712477396021
0.075,15,0.19367927312850952,0.9502712477396021
0.075,16,0.19375458359718323,0.9448462929475587
0.075,17,0.19377301633358002,0.9462025316455696
0.075,18,0.1937815546989441,0.9412296564195298
0.075,19,0.19404160976409912,0.9421338155515371
0.075,20,0.19378149509429932,0.9484629294755876
0.075,21,0.19366489350795746,0.9443942133815552
0.075,22,0.19403661787509918,0.9407775768535261
0.075,23,0.193753182888031,0.9403254972875226
0.075,24,0.19378796219825745,0.9480108499095841
0.075,25,0.19403943419456482,0.9498191681735986
0.075,26,0.19382992386817932,0.9507233273056057
0.075,27,0.19396281242370605,0.9452983725135623
0.075,28,0.1939440667629242,0.9489150090415913
0.075,29,0.19374322891235352,0.9439421338155515
0.075,30,0.19387857615947723,0.9412296564195298
0.075,31,0.19422650337219238,0.9407775768535261
0.075,32,0.19361554086208344,0.945750452079566
0.075,33,0.1942799836397171,0.9484629294755876
0.075,34,0.19406718015670776,0.9511754068716094
0.075,35,0.19373157620429993,0.945750452079566
0.075,36,0.19380563497543335,0.9421338155515371
0.075,37,0.19381661713123322,0.953887884267631
0.075,38,0.1938299685716629,0.9534358047016275
0.075,39,0.19407346844673157,0.9439421338155515
0.075,40,0.19378124177455902,0.939873417721519
0.075,41,0.19368281960487366,0.9358047016274864
0.075,42,0.19383275508880615,0.9443942133815552
0.075,43,0.1938934624195099,0.9439421338155515
0.075,44,0.19398057460784912,0.9507233273056057
0.075,45,0.1937992423772812,0.9439421338155515
0.075,46,0.19360101222991943,0.9466546112115732
0.075,47,0.19413959980010986,0.9407775768535261
0.075,48,0.19385980069637299,0.9475587703435805
0.075,49,0.19354990124702454,0.9425858951175407
0.075,50,0.193401500582695,0.9421338155515371
0.075,51,0.19371777772903442,0.9434900542495479
0.075,52,0.19378753006458282,0.9502712477396021
0.075,53,0.19371803104877472,0.9434900542495479
0.075,54,0.19376619160175323,0.9349005424954792
0.075,55,0.19369077682495117,0.9471066907775768
0.075,56,0.1939620077610016,0.9376130198915009
0.075,57,0.19342820346355438,0.9529837251356238
0.075,58,0.19409583508968353,0.9480108499095841
0.075,59,0.19408391416072845,0.9511754068716094
0.075,60,0.1937778741121292,0.9502712477396021
0.075,61,0.19387736916542053,0.9448462929475587
0.075,62,0.19415506720542908,0.9484629294755876
0.075,63,0.1935800462961197,0.9439421338155515
0.075,64,0.193613201379776,0.9434900542495479
0.075,65,0.19372262060642242,0.9416817359855334
0.075,66,0.19386838376522064,0.9439421338155515
0.075,67,0.19398172199726105,0.9471066907775768
0.075,68,0.19368457794189453,0.9443942133815552
0.075,69,0.19334378838539124,0.9448462929475587
0.075,70,0.1939229667186737,0.9466546112115732
0.075,71,0.1936524361371994,0.9349005424954792
0.075,72,0.1934920698404312,0.9407775768535261
0.075,73,0.1936454325914383,0.9475587703435805
0.075,74,0.19377963244915009,0.9403254972875226
0.075,75,0.19372208416461945,0.9462025316455696
0.075,76,0.19401049613952637,0.9376130198915009
0.075,77,0.19395866990089417,0.951627486437613
0.075,78,0.19380100071430206,0.9466546112115732
0.075,79,0.19370941817760468,0.9507233273056057
0.075,80,0.19361746311187744,0.9421338155515371
0.075,81,0.1937273144721985,0.945750452079566
0.075,82,0.19354860484600067,0.9452983725135623
0.075,83,0.19377270340919495,0.9421338155515371
0.075,84,0.19362305104732513,0.9480108499095841
0.075,85,0.1936255395412445,0.9520795660036167
0.075,86,0.19360636174678802,0.9412296564195298
0.075,87,0.19373193383216858,0.9452983725135623
0.075,88,0.193765789270401,0.945750452079566
0.075,89,0.19374223053455353,0.9484629294755876
0.075,90,0.1936471164226532,0.9416817359855334
0.075,91,0.19374611973762512,0.9443942133815552
0.075,92,0.1936330795288086,0.9475587703435805
0.075,93,0.1938050538301468,0.9421338155515371
0.075,94,0.19378378987312317,0.9511754068716094
0.075,95,0.1939011961221695,0.9425858951175407
0.075,96,0.193879172205925,0.9448462929475587
0.075,97,0.1936541050672531,0.9416817359855334
0.075,98,0.19392411410808563,0.9448462929475587
0.075,99,0.19385409355163574,0.9471066907775768
0.1,0,0.16747263073921204,0.9534358047016275
0.1,1,0.16754914820194244,0.945750452079566
0.1,2,0.16741375625133514,0.9380650994575045
0.1,3,0.1672997921705246,0.9552441229656419
0.1,4,0.16741138696670532,0.9434900542495479
0.1,5,0.16746333241462708,0.93625678119349
0.1,6,0.16726745665073395,0.9489150090415913
0.1,7,0.16732658445835114,0.9556962025316456
0.1,8,0.16722959280014038,0.9493670886075949
0.1,9,0.16739007830619812,0.9466546112115732
0.1,10,0.16773441433906555,0.9484629294755876
0.1,11,0.16748833656311035,0.9349005424954792
0.1,12,0.167769655585289,0.9462025316455696
0.1,13,0.1672373265028,0.9498191681735986
0.1,14,0.1677345484495163,0.9511754068716094
0.1,15,0.16734513640403748,0.945750452079566
0.1,16,0.16737689077854156,0.9471066907775768
0.1,17,0.16748130321502686,0.9507233273056057
0.1,18,0.16747602820396423,0.9493670886075949
0.1,19,0.16765326261520386,0.9430379746835442
0.1,20,0.1674499213695526,0.9525316455696202
0.1,21,0.16740141808986664,0.945750452079566
0.1,22,0.16757522523403168,0.9466546112115732
0.1,23,0.1674773246049881,0.9434900542495479
0.1,24,0.1674766093492508,0.9443942133815552
0.1,25,0.16751864552497864,0.951627486437613
0.1,26,0.1674201637506485,0.9529837251356238
0.1,27,0.16763636469841003,0.9471066907775768
0.1,28,0.16747510433197021,0.9493670886075949
0.1,29,0.16741731762886047,0.9471066907775768
0.1,30,0.16741493344306946,0.9430379746835442
0.1,31,0.16780336201190948,0.9511754068716094
0.1,32,0.16751082241535187,0.9507233273056057
0.1,33,0.16764847934246063,0.9498191681735986
0.1,34,0.16768698394298553,0.9511754068716094
0.1,35,0.16745932400226593,0.9493670886075949
0.1,36,0.1675111949443817,0.9389692585895117
0.1,37,0.1674073040485382,0.9520795660036167
0.1,38,0.16748441755771637,0.9452983725135623
0.1,39,0.16768722236156464,0.9344484629294756
0.1,40,0.16750803589820862,0.9421338155515371
0.1,41,0.16736866533756256,0.9448462929475587
0.1,42,0.1675880402326584,0.9412296564195298
0.1,43,0.16761869192123413,0.9493670886075949
0.1,44,0.16746340692043304,0.9344484629294756
0.1,45,0.16763697564601898,0.9448462929475587
0.1,46,0.16731320321559906,0.9452983725135623
0.1,47,0.1678810715675354,0.9471066907775768
0.1,48,0.16739316284656525,0.9434900542495479
0.1,49,0.16727198660373688,0.9502712477396021
0.1,50,0.1674385815858841,0.9484629294755876
0.1,51,0.16742296516895294,0.9421338155515371
0.1,52,0.16741450130939484,0.9502712477396021
0.1,53,0.16744796931743622,0.9416817359855334
0.1,54,0.1675235480070114,0.9416817359855334
0.1,55,0.16744087636470795,0.9498191681735986
0.1,56,0.1675644963979721,0.9385171790235081
0.1,57,0.1672947257757187,0.9475587703435805
0.1,58,0.16776655614376068,0.9543399638336347
0.1,59,0.1677071899175644,0.9462025316455696
0.1,60,0.16749536991119385,0.9511754068716094
0.1,61,0.16745808720588684,0.9493670886075949
0.1,62,0.16781482100486755,0.9534358047016275
0.1,63,0.16738103330135345,0.9439421338155515
0.1,64,0.16742320358753204,0.9511754068716094
0.1,65,0.16748258471488953,0.9403254972875226
0.1,66,0.16747839748859406,0.9371609403254972
0.1,67,0.16768065094947815,0.9480108499095841
0.1,68,0.16740883886814117,0.945750452079566
0.1,69,0.16714097559452057,0.9425858951175407
0.1,70,0.1675165891647339,0.9511754068716094
0.1,71,0.16746152937412262,0.9403254972875226
0.1,72,0.1674111783504486,0.9462025316455696
0.1,73,0.16726726293563843,0.9493670886075949
0.1,74,0.1676032841205597,0.9452983725135623
0.1,75,0.16736014187335968,0.9552441229656419
0.1,76,0.16753336787223816,0.9376130198915009
0.1,77,0.16758687794208527,0.9439421338155515
0.1,78,0.16746628284454346,0.9498191681735986
0.1,79,0.16743963956832886,0.9529837251356238
0.1,80,0.1673705130815506,0.9466546112115732
0.1,81,0.1674678772687912,0.9484629294755876
0.1,82,0.1673968881368637,0.9448462929475587
0.1,83,0.16736342012882233,0.9452983725135623
0.1,84,0.1672835648059845,0.9466546112115732
0.1,85,0.1673392504453659,0.9443942133815552
0.1,86,0.167559415102005,0.9416817359855334
0.1,87,0.16750532388687134,0.9466546112115732
0.1,88,0.16733643412590027,0.9493670886075949
0.1,89,0.16740332543849945,0.939873417721519
0.1,90,0.1675996035337448,0.9443942133815552
0.1,91,0.16747133433818817,0.939873417721519
0.1,92,0.16724754869937897,0.9489150090415913
0.1,93,0.16768035292625427,0.9421338155515371
0.1,94,0.16742870211601257,0.9475587703435805
0.1,95,0.16759678721427917,0.945750452079566
0.1,96,0.16745781898498535,0.9484629294755876
0.1,97,0.16747227311134338,0.9407775768535261
0.1,98,0.16752886772155762,0.9448462929475587
0.1,99,0.1674792319536209,0.9462025316455696
0.125,0,0.14956766366958618,0.9502712477396021
0.125,1,0.14966875314712524,0.9443942133815552
0.125,2,0.1495109647512436,0.93625678119349
0.125,3,0.14932042360305786,0.9561482820976491
0.125,4,0.14949443936347961,0.9489150090415913
0.125,5,0.14951080083847046,0.9385171790235081
0.125,6,0.14940151572227478,0.9421338155515371
0.125,7,0.14940816164016724,0.961121157323689
0.125,8,0.1492849588394165,0.9520795660036167
0.125,9,0.1494399458169937,0.9489150090415913
0.125,10,0.14969037473201752,0.9480108499095841
0.125,11,0.14950266480445862,0.9403254972875226
0.125,12,0.14977681636810303,0.9525316455696202
0.125,13,0.14946016669273376,0.945750452079566
0.125,14,0.14968641102313995,0.945750452079566
0.125,15,0.1494143307209015,0.9439421338155515
0.125,16,0.14955314993858337,0.9471066907775768
0.125,17,0.14946489036083221,0.9489150090415913
0.125,18,0.1495327651500702,0.9484629294755876
0.125,19,0.14959879219532013,0.9448462929475587
0.125,20,0.14951454102993011,0.9498191681735986
0.125,21,0.14947761595249176,0.9511754068716094
0.125,22,0.14958636462688446,0.9471066907775768
0.125,23,0.1496053785085678,0.9475587703435805
0.125,24,0.14960114657878876,0.9493670886075949
0.125,25,0.14954976737499237,0.9471066907775768
0.125,26,0.14952068030834198,0.9534358047016275
0.125,27,0.14964111149311066,0.9529837251356238
0.125,28,0.14945316314697266,0.9543399638336347
0.125,29,0.1495334506034851,0.9493670886075949
0.125,30,0.14940443634986877,0.93625678119349
0.125,31,0.14977139234542847,0.9552441229656419
0.125,32,0.149569571018219,0.953887884267631
0.125,33,0.1496361345052719,0.9452983725135623
0.125,34,0.14967289566993713,0.9507233273056057
0.125,35,0.1494436413049698,0.9416817359855334
0.125,36,0.14961043000221252,0.9421338155515371
0.125,37,0.14957766234874725,0.9552441229656419
0.125,38,0.14950531721115112,0.9430379746835442
0.125,39,0.1497582644224167,0.9385171790235081
0.125,40,0.14949563145637512,0.9439421338155515
0.125,41,0.14940758049488068,0.945750452079566
0.125,42,0.14959414303302765,0.9430379746835442
0.125,43,0.1496572047472,0.9547920433996383
0.125,44,0.14952845871448517,0.9416817359855334
0.125,45,0.14967599511146545,0.9385171790235081
0.125,46,0.14939309656620026,0.9421338155515371
0.125,47,0.14985863864421844,0.9507233273056057
0.125,48,0.14946430921554565,0.9484629294755876
0.125,49,0.1494264304637909,0.9561482820976491
0.125,50,0.1494370847940445,0.939873417721519
0.125,51,0.1494770348072052,0.9471066907775768
0.125,52,0.1495826542377472,0.9462025316455696
0.125,53,0.1495695412158966,0.9434900542495479
0.125,54,0.1495150476694107,0.9380650994575045
0.125,55,0.14938923716545105,0.9466546112115732
0.125,56,0.1496472805738449,0.9358047016274864
0.125,57,0.14929775893688202,0.9475587703435805
0.125,58,0.149836003780365,0.9561482820976491
0.125,59,0.14980170130729675,0.9520795660036167
0.125,60,0.14955489337444305,0.953887884267631
0.125,61,0.1495623141527176,0.9511754068716094
0.125,62,0.1497446596622467,0.9556962025316456
0.125,63,0.1494099646806717,0.9452983725135623
0.125,64,0.14958322048187256,0.9430379746835442
0.125,65,0.1495414823293686,0.9394213381555153
0.125,66,0.14967134594917297,0.9358047016274864
0.125,67,0.14972048997879028,0.9452983725135623
0.125,68,0.14946915209293365,0.9493670886075949
0.125,69,0.14923548698425293,0.9462025316455696
0.125,70,0.14954297244548798,0.945750452079566
0.125,71,0.1495589315891266,0.9443942133815552
0.125,72,0.14956897497177124,0.9493670886075949
0.125,73,0.14925268292427063,0.9471066907775768
0.125,74,0.14957119524478912,0.9480108499095841
0.125,75,0.1494162380695343,0.9484629294755876
0.125,76,0.14955374598503113,0.9534358047016275
0.125,77,0.14964187145233154,0.9434900542495479
0.125,78,0.14968547224998474,0.9556962025316456
0.125,79,0.1495431512594223,0.951627486437613
0.125,80,0.14944802224636078,0.9412296564195298
0.125,81,0.14950525760650635,0.9520795660036167
0.125,82,0.14948007464408875,0.945750452079566
0.125,83,0.1494462490081787,0.9452983725135623
0.125,84,0.14928525686264038,0.9434900542495479
0.125,85,0.14943502843379974,0.945750452079566
0.125,86,0.1495378166437149,0.9412296564195298
0.125,87,0.14965702593326569,0.9511754068716094
0.125,88,0.14956438541412354,0.9484629294755876
0.125,89,0.1495082676410675,0.951627486437613
0.125,90,0.14969879388809204,0.9507233273056057
0.125,91,0.1495092660188675,0.9403254972875226
0.125,92,0.1494494080543518,0.951627486437613
0.125,93,0.14967647194862366,0.945750452079566
0.125,94,0.14950567483901978,0.9443942133815552
0.125,95,0.149530827999115,0.9403254972875226
0.125,96,0.14954441785812378,0.9484629294755876
0.125,97,0.14955702424049377,0.9416817359855334
0.125,98,0.14953185617923737,0.9412296564195298
0.125,99,0.14954234659671783,0.9511754068716094
0.15,0,0.13672569394111633,0.9511754068716094
0.15,1,0.1367991417646408,0.9480108499095841
0.15,2,0.13676339387893677,0.9367088607594937
0.15,3,0.13649366796016693,0.9534358047016275
0.15,4,0.13667286932468414,0.9520795660036167
0.15,5,0.13670037686824799,0.9358047016274864
0.15,6,0.1366814821958542,0.9475587703435805
0.15,7,0.13659515976905823,0.9570524412296564
0.15,8,0.13653257489204407,0.9520795660036167
0.15,9,0.13664770126342773,0.9471066907775768
0.15,10,0.13687989115715027,0.9561482820976491
0.15,11,0.1367213875055313,0.9412296564195298
0.15,12,0.13691361248493195,0.951627486437613
0.15,13,0.13671830296516418,0.9547920433996383
0.15,14,0.13684877753257751,0.9443942133815552
0.15,15,0.1365848034620285,0.9466546112115732
0.15,16,0.13670313358306885,0.9412296564195298
0.15,17,0.13666246831417084,0.9489150090415913
0.15,18,0.13669312000274658,0.9448462929475587
0.15,19,0.13673000037670135,0.9448462929475587
0.15,20,0.13671693205833435,0.9529837251356238
0.15,21,0.13658635318279266,0.9480108499095841
0.15,22,0.1366966962814331,0.9507233273056057
0.15,23,0.13680046796798706,0.945750452079566
0.15,24,0.13680346310138702,0.9471066907775768
0.15,25,0.13669471442699432,0.9439421338155515
0.15,26,0.13672681152820587,0.9543399638336347
0.15,27,0.1368720829486847,0.9556962025316456
0.15,28,0.13663119077682495,0.9547920433996383
0.15,29,0.1367427110671997,0.9529837251356238
0.15,30,0.1365947276353836,0.9317359855334538
0.15,31,0.13686643540859222,0.9584086799276672
0.15,32,0.13674505054950714,0.9543399638336347
0.15,33,0.13686764240264893,0.9502712477396021
0.15,34,0.13677696883678436,0.9520795660036167
0.15,35,0.13673481345176697,0.9484629294755876
0.15,36,0.13682416081428528,0.9484629294755876
0.15,37,0.1368212103843689,0.9570524412296564
0.15,38,0.1366739571094513,0.9443942133815552
0.15,39,0.1368943750858307,0.9367088607594937
0.15,40,0.13662172853946686,0.9462025316455696
0.15,41,0.13659124076366425,0.9452983725135623
0.15,42,0.13665954768657684,0.9443942133815552
0.15,43,0.1367928832769394,0.9489150090415913
0.15,44,0.13670235872268677,0.9389692585895117
0.15,45,0.13676562905311584,0.9448462929475587
0.15,46,0.1366485059261322,0.9394213381555153
0.15,47,0.13696728646755219,0.953887884267631
0.15,48,0.13665485382080078,0.9448462929475587
0.15,49,0.13664501905441284,0.9529837251356238
0.15,50,0.1366618275642395,0.945750452079566
0.15,51,0.13667161762714386,0.9484629294755876
0.15,52,0.13679948449134827,0.9480108499095841
0.15,53,0.1367374062538147,0.9484629294755876
0.15,54,0.1366446167230606,0.9394213381555153
0.15,55,0.13662593066692352,0.9439421338155515
0.15,56,0.13677285611629486,0.9389692585895117
0.15,57,0.13656282424926758,0.9484629294755876
0.15,58,0.13691964745521545,0.9547920433996383
0.15,59,0.13694709539413452,0.9466546112115732
0.15,60,0.13671644032001495,0.9462025316455696
0.15,61,0.13664259016513824,0.9534358047016275
0.15,62,0.13687291741371155,0.9556962025316456
0.15,63,0.1366402804851532,0.9462025316455696
0.15,64,0.13676545023918152,0.9498191681735986
0.15,65,0.13668084144592285,0.9407775768535261
0.15,66,0.1367790699005127,0.9412296564195298
0.15,67,0.1368691623210907,0.9498191681735986
0.15,68,0.13669143617153168,0.9443942133815552
0.15,69,0.13639937341213226,0.9425858951175407
0.15,70,0.1367105096578598,0.9448462929475587
0.15,71,0.136796236038208,0.9434900542495479
0.15,72,0.1367519497871399,0.953887884267631
0.15,73,0.13648347556591034,0.95750452079566
0.15,74,0.13674484193325043,0.9493670886075949
0.15,75,0.13660943508148193,0.9412296564195298
0.15,76,0.13673412799835205,0.95750452079566
0.15,77,0.1368495374917984,0.9389692585895117
0.15,78,0.13685567677021027,0.9552441229656419
0.15,79,0.1367274969816208,0.9511754068716094
0.15,80,0.13667689263820648,0.9439421338155515
0.15,81,0.13667786121368408,0.9480108499095841
0.15,82,0.1366220861673355,0.9448462929475587
0.15,83,0.13657663762569427,0.9452983725135623
0.15,84,0.1365112066268921,0.9520795660036167
